Director,1998;Language,Peter Berg;Genre,de;Rated,R;Writer,Comedy, Crime, Thriller;Poster,Peter Berg;Response,23380;ID,http://ia.media-imdb.com/images/M/MV5BMTIxODE4OTUxOF5BMl5BanBnXkFtZTcwOTg3NjQyMQ@@._V1._SX320.jpg;Rating,True;Released,tt0124198;Runtime,6.1;Plot,Very Bad Things;Actors,25 Nov 1998;
Director,2008;Language,Rob Cohen;Genre,en;Rated,PG-13;Writer,Action, Adventure, Fantasy, Thriller;Poster,Alfred Gough, Miles Millar;Response,43857;ID,http://ia.media-imdb.com/images/M/MV5BMTU4NDIzMDY1OV5BMl5BanBnXkFtZTcwNjQxMzk3MQ@@._V1._SX320.jpg;Rating,True;Released,tt0859163;Runtime,5.1;Plot,The Mummy: Tomb of the Dragon Emperor;Actors,1 Aug 2008;
Director,2007;Language,Philip G. Atwell;Genre,en;Rated,R;Writer,Action, Crime, Thriller;Poster,Lee Anthony Smith, Gregory J. Bradley;Response,30054;ID,http://ia.media-imdb.com/images/M/MV5BMTgzNTA4MTc3OF5BMl5BanBnXkFtZTcwOTA0ODk0MQ@@._V1._SX320.jpg;Rating,True;Released,tt0499556;Runtime,6.2;Plot,War;Actors,24 Aug 2007;
Director,2007;Language,Frank Oz;Genre,de;Rated,R;Writer,Comedy;Poster,Dean Craig;Response,33435;ID,http://ia.media-imdb.com/images/M/MV5BMjA5NDc1NjUzOV5BMl5BanBnXkFtZTcwMjQ2Njk1MQ@@._V1._SX320.jpg;Rating,True;Released,tt0795368;Runtime,7.3;Plot,Death at a Funeral;Actors,11 Jul 2007;
Director,2008;Language,Timur Bekmambetov;Genre,de;Rated,R;Writer,Action, Crime, Thriller;Poster,Michael Brandt, Derek Haas;Response,111729;ID,http://ia.media-imdb.com/images/M/MV5BNzE2MDIwMjUzNF5BMl5BanBnXkFtZTcwNDY0MzA3MQ@@._V1._SX320.jpg;Rating,True;Released,tt0493464;Runtime,6.8;Plot,Wanted;Actors,27 Jun 2008;
Director,2005;Language,Nigel Cole;Genre,en;Rated,PG-13;Writer,Comedy, Drama, Romance;Poster,Colin Patrick Lynch;Response,18962;ID,http://ia.media-imdb.com/images/M/MV5BMTQyMjU1MTYxNl5BMl5BanBnXkFtZTcwMjI2MjgyMQ@@._V1._SX320.jpg;Rating,True;Released,tt0391304;Runtime,6.4;Plot,A Lot Like Love;Actors,22 Apr 2005;
Director,2008;Language,Justin Chadwick;Genre,en;Rated,PG-13;Writer,Biography, Drama, History, Romance;Poster,Peter Morgan, Philippa Gregory;Response,28090;ID,http://ia.media-imdb.com/images/M/MV5BMTY2NzkyMzY1OF5BMl5BanBnXkFtZTcwMjk1MDU1MQ@@._V1._SX320.jpg;Rating,True;Released,tt0467200;Runtime,6.7;Plot,The Other Boleyn Girl;Actors,29 Feb 2008;
Director,1987;Language,Oliver Stone;Genre,en;Rated,R;Writer,Crime, Drama;Poster,Stanley Weiser, Oliver Stone;Response,41983;ID,http://ia.media-imdb.com/images/M/MV5BMTI1NzczMTUxNV5BMl5BanBnXkFtZTcwODMzMjc1MQ@@._V1._SX320.jpg;Rating,True;Released,tt0094291;Runtime,7.3;Plot,Wall Street;Actors,11 Dec 1987;
Director,2009;Language,Oliver Parker;Genre,en;Rated,R;Writer,Drama, Fantasy, Thriller;Poster,Toby Finlay, Oscar Wilde;Response,11799;ID,http://ia.media-imdb.com/images/M/MV5BMTY5ODc1NjU5N15BMl5BanBnXkFtZTcwMTUyNDg3Mg@@._V1._SX320.jpg;Rating,True;Released,tt1235124;Runtime,6.3;Plot,Dorian Gray;Actors,9 Sep 2009;
Director,1983;Language,Brian De Palma;Genre,de;Rated,R;Writer,Crime, Drama, Thriller;Poster,Oliver Stone;Response,163238;ID,http://ia.media-imdb.com/images/M/MV5BMTQ5NzI3OTQ3NF5BMl5BanBnXkFtZTcwODczMjMzMQ@@._V1._SX320.jpg;Rating,True;Released,tt0086250;Runtime,8.2;Plot,Scarface;Actors,9 Dec 1983;
Director,2008;Language,Michael Patrick King;Genre,de;Rated,R;Writer,Comedy, Drama, Romance;Poster,Michael Patrick King, Candace Bushnell;Response,49010;ID,http://ia.media-imdb.com/images/M/MV5BMTYyMzYxMjM3OF5BMl5BanBnXkFtZTcwNjg2OTA3MQ@@._V1._SX320.jpg;Rating,True;Released,tt1000774;Runtime,5.4;Plot,Sex and the City;Actors,30 May 2008;
Director,2000;Language,Michael Davis;Genre,en;Rated,R;Writer,Comedy, Romance;Poster,Michael Davis;Response,10878;ID,http://ia.media-imdb.com/images/M/MV5BNTM2MzQ3ODE0NF5BMl5BanBnXkFtZTcwODM5NTUyMQ@@._V1._SX320.jpg;Rating,True;Released,tt0214388;Runtime,5.9;Plot,100 Girls;Actors,1 Sep 2000;
Director,2009;Language,Radu Mihaileanu;Genre,de;Rated,PG-13;Writer,Comedy, Drama, Music;Poster,Radu Mihaileanu, Matthew Robbins;Response,4045;ID,http://ia.media-imdb.com/images/M/MV5BMzQxMTEzOTU3NF5BMl5BanBnXkFtZTcwODAyMzI2Mw@@._V1._SX320.jpg;Rating,True;Released,tt1320082;Runtime,7.5;Plot,The Concert;Actors,4 Nov 2009;
Director,2009;Language,Patrick Tatopoulos;Genre,de;Rated,R;Writer,Action, Adventure, Fantasy, Thriller;Poster,Danny McBride, Dirk Blackman;Response,28752;ID,http://ia.media-imdb.com/images/M/MV5BMTg1OTU5ODc0MV5BMl5BanBnXkFtZTcwNDYyMDUwMg@@._V1._SX320.jpg;Rating,True;Released,tt0834001;Runtime,6.5;Plot,Underworld: Rise of the Lycans;Actors,23 Jan 2009;
Director,1981;Language,Jean-Jacques Beineix;Genre,en;Rated,R;Writer,Action, Drama, Mystery, Romance, Thriller, Music;Poster,Daniel Odier, Jean-Jacques Beineix;Response,5632;ID,http://ia.media-imdb.com/images/M/MV5BMTMyMTc4ODgyMl5BMl5BanBnXkFtZTcwMDQ0MjM3MQ@@._V1._SX320.jpg;Rating,True;Released,tt0082269;Runtime,7.2;Plot,Diva;Actors,23 Apr 1982;
Director,2007;Language,Andrew Dominik;Genre,en;Rated,R;Writer,Biography, Crime, Drama, History, Western;Poster,Andrew Dominik, Ron Hansen;Response,61194;ID,http://ia.media-imdb.com/images/M/MV5BMTY2NDI2MTc2NV5BMl5BanBnXkFtZTcwNjA2NTQzMw@@._V1._SX320.jpg;Rating,True;Released,tt0443680;Runtime,7.7;Plot,The Assassination of Jesse James by the Coward Robert Ford;Actors,10 Oct 2007;
Director,2007;Language,Mike Nichols;Genre,en;Rated,R;Writer,Biography, Comedy, Drama, History;Poster,Aaron Sorkin, George Crile;Response,45330;ID,http://ia.media-imdb.com/images/M/MV5BMTgwMDgwMDc4MF5BMl5BanBnXkFtZTYwOTU3MDM4._V1._SX320.jpg;Rating,True;Released,tt0472062;Runtime,7.3;Plot,Charlie Wilson's War;Actors,21 Dec 2007;
Director,2007;Language,David Schwimmer;Genre,en;Rated,PG-13;Writer,Comedy, Romance, Sport;Poster,Michael Ian Black, Simon Pegg;Response,29588;ID,http://ia.media-imdb.com/images/M/MV5BMTgzOTg0NTk5NF5BMl5BanBnXkFtZTcwMjMxNDI2MQ@@._V1._SX320.jpg;Rating,True;Released,tt0425413;Runtime,6.8;Plot,Run, Fatboy, Run;Actors,28 Mar 2008;
Director,1972;Language,Bernardo Bertolucci;Genre,en;Rated,NC-17;Writer,Drama, Romance;Poster,Bernardo Bertolucci, Bernardo Bertolucci;Response,14517;ID,http://ia.media-imdb.com/images/M/MV5BMjE5ODQyMTI0OV5BMl5BanBnXkFtZTcwODgyNTEzNA@@._V1._SX320.jpg;Rating,True;Released,tt0070849;Runtime,7.1;Plot,Last Tango in Paris;Actors,7 Feb 1973;
Director,1995;Language,Michael Mann;Genre,en;Rated,R;Writer,Crime, Drama, Thriller;Poster,Michael Mann;Response,154558;ID,http://ia.media-imdb.com/images/M/MV5BMTM1NDc4ODkxNV5BMl5BanBnXkFtZTcwNTI4ODE3MQ@@._V1._SX320.jpg;Rating,True;Released,tt0113277;Runtime,8.3;Plot,Heat;Actors,15 Dec 1995;
Director,1992;Language,Ron Clements, John Musker;Genre,de;Rated,G;Writer,Animation, Adventure, Family, Fantasy, Musical, Romance;Poster,Ron Clements, John Musker;Response,73287;ID,http://ia.media-imdb.com/images/M/MV5BMTg0NDY5MzM3OF5BMl5BanBnXkFtZTYwNjUzNzM5._V1._SX320.jpg;Rating,True;Released,tt0103639;Runtime,7.8;Plot,Aladdin;Actors,25 Nov 1992;
Director,1979;Language,James Bridges;Genre,en;Rated,PG;Writer,Thriller, Drama;Poster,Mike Gray, T.S. Cook;Response,10398;ID,http://ia.media-imdb.com/images/M/MV5BMjA1MzAwNTMzOF5BMl5BanBnXkFtZTcwNzUxODYyMQ@@._V1._SX320.jpg;Rating,True;Released,tt0078966;Runtime,7.4;Plot,The China Syndrome;Actors,16 Mar 1979;
Director,1998;Language,Masami Hata, Noboru Mitsusawa;Genre,en;Rated,15;Writer,Animation, Action, Comedy, Sport;Poster,Nobuaki Kishima, Hiroshi Toda;Response,363;ID,http://ia.media-imdb.com/images/M/MV5BMTI5NzYxMzMwMF5BMl5BanBnXkFtZTcwNzM2ODYyMQ@@._V1_SX320.jpg;Rating,True;Released,tt0385426;Runtime,8.2;Plot,Initial D;Actors,18 Apr 1998;
Director,1965;Language,Arthur Penn;Genre,en;Rated,Not Rated;Writer,Crime, Drama;Poster,Alan M. Surgal;Response,541;ID,http://ia.media-imdb.com/images/M/MV5BNTQyMjgxNjQ1Nl5BMl5BanBnXkFtZTcwNzc4NjkyMQ@@._V1._SX320.jpg;Rating,True;Released,tt0059447;Runtime,6.6;Plot,Mickey One;Actors,27 Sep 1965;
Director,1993;Language,Jeremiah S. Chechik;Genre,de;Rated,PG;Writer,Comedy, Drama, Romance;Poster,Barry Berman, Lesley McNeil;Response,21286;ID,http://ia.media-imdb.com/images/M/MV5BMTUwMzkyNjIzMl5BMl5BanBnXkFtZTcwMDMyNDcyNA@@._V1._SX320.jpg;Rating,True;Released,tt0106387;Runtime,6.9;Plot,Benny & Joon;Actors,16 Apr 1993;
Director,2007;Language,Brett Morgen;Genre,en;Rated,R;Writer,Documentary, Animation, History, War;Poster,Brett Morgen;Response,815;ID,http://ia.media-imdb.com/images/M/MV5BMTgzNjY5NDkxMF5BMl5BanBnXkFtZTcwNTE1OTc1MQ@@._V1._SX320.jpg;Rating,True;Released,tt0905979;Runtime,7.4;Plot,Chicago 10;Actors,N/A;
Director,2008;Language,Kathryn Bigelow;Genre,de;Rated,R;Writer,Drama, Thriller, War;Poster,Mark Boal;Response,93700;ID,http://ia.media-imdb.com/images/M/MV5BNzEwNzQ1NjczM15BMl5BanBnXkFtZTcwNTk3MTE1Mg@@._V1._SX320.jpg;Rating,True;Released,tt0887912;Runtime,7.8;Plot,The Hurt Locker;Actors,10 Oct 2008;
Director,2007;Language,Sean Penn;Genre,en;Rated,R;Writer,Adventure, Biography, Drama;Poster,Sean Penn, Jon Krakauer;Response,111517;ID,http://ia.media-imdb.com/images/M/MV5BMTAwNDEyODU1MjheQTJeQWpwZ15BbWU2MDc3NDQwNw@@._V1._SX320.jpg;Rating,True;Released,tt0758758;Runtime,8.2;Plot,Into the Wild;Actors,21 Sep 2007;
Director,1995;Language,Irwin Winkler;Genre,en;Rated,PG-13;Writer,Action, Crime, Drama, Thriller;Poster,John D. Brancato, Michael Ferris;Response,25056;ID,http://ia.media-imdb.com/images/M/MV5BMTU0NjA2NzIwOF5BMl5BanBnXkFtZTYwNTExNTg4._V1._SX320.jpg;Rating,True;Released,tt0113957;Runtime,5.6;Plot,The Net;Actors,28 Jul 1995;
Director,1940;Language,Charles Chaplin;Genre,en;Rated,TV-PG;Writer,Comedy, Drama, War;Poster,Charles Chaplin;Response,40166;ID,http://ia.media-imdb.com/images/M/MV5BMjE1OTI0MDU0N15BMl5BanBnXkFtZTcwMTc1MTAwMQ@@._V1._SX320.jpg;Rating,True;Released,tt0032553;Runtime,8.4;Plot,The Great Dictator;Actors,7 Mar 1941;
Director,2009;Language,Rick Jacobson;Genre,de;Rated,R;Writer,Action, Comedy, Crime, Drama, Thriller;Poster,Eric Gruendemann, Rick Jacobson;Response,4497;ID,http://ia.media-imdb.com/images/M/MV5BMTk0OTAzOTY2NF5BMl5BanBnXkFtZTcwMzcwMzM4MQ@@._V1._SX320.jpg;Rating,True;Released,tt1212974;Runtime,4.7;Plot,Bitch Slap;Actors,6 Nov 2009;
Director,2003;Language,Len Wiseman;Genre,de;Rated,Not Rated;Writer,Action, Fantasy, Thriller;Poster,Kevin Grevioux, Len Wiseman;Response,69369;ID,http://ia.media-imdb.com/images/M/MV5BMjIxNDExNDEyMV5BMl5BanBnXkFtZTcwODY1OTkxMw@@._V1._SX320.jpg;Rating,True;Released,tt0320691;Runtime,6.8;Plot,Underworld;Actors,19 Sep 2003;
Director,2004;Language,Philippe Martinez;Genre,de;Rated,R;Writer,Action, Adventure;Poster,Mick Davis, Laurent Fellous;Response,4149;ID,http://ia.media-imdb.com/images/M/MV5BMjA3NDYxOTIyMl5BMl5BanBnXkFtZTcwNDA2MDYyMQ@@._V1._SX320.jpg;Rating,True;Released,tt0367478;Runtime,5.5;Plot,Wake of Death;Actors,19 Jan 2005;
Director,2004;Language,Lasse Spang Olsen;Genre,de;Rated,11;Writer,Action, Comedy;Poster,Kim Bodnia, Lasse Spang Olsen;Response,1044;ID,http://ia.media-imdb.com/images/M/MV5BMTU5NDMyNTc0MV5BMl5BanBnXkFtZTcwNTQzNDQzMQ@@._V1._SX320.jpg;Rating,True;Released,tt0392049;Runtime,5.6;Plot,The Good Cop;Actors,16 Apr 2004;
Director,2009;Language,Jonathan Mostow;Genre,de;Rated,PG-13;Writer,Action, Sci-Fi, Thriller;Poster,Michael Ferris, John D. Brancato;Response,41469;ID,http://ia.media-imdb.com/images/M/MV5BMjEzMTU5OTY0Ml5BMl5BanBnXkFtZTcwMDA0NjA3Mg@@._V1._SX320.jpg;Rating,True;Released,tt0986263;Runtime,6.3;Plot,Surrogates;Actors,25 Sep 2009;
Director,2001;Language,Ben Stiller;Genre,en;Rated,R;Writer,Comedy;Poster,Drake Sather, Ben Stiller;Response,72407;ID,http://ia.media-imdb.com/images/M/MV5BMTIwMjU2MDIwNF5BMl5BanBnXkFtZTcwNjAyNzQyMQ@@._V1._SX320.jpg;Rating,True;Released,tt0196229;Runtime,6.4;Plot,Zoolander;Actors,28 Sep 2001;
Director,2002;Language,John Hyams;Genre,de;Rated,R;Writer,Documentary, Sport;Poster,N/A;Response,777;ID,http://ia.media-imdb.com/images/M/MV5BMTg3MTM4NDU5N15BMl5BanBnXkFtZTcwOTUwMzQyMQ@@._V1._SX320.jpg;Rating,True;Released,tt0320512;Runtime,7.7;Plot,The Smashing Machine;Actors,N/A;
Director,1998;Language,Terry Gilliam;Genre,de;Rated,R;Writer,Drama, Fantasy;Poster,Hunter S. Thompson, Terry Gilliam;Response,85417;ID,http://ia.media-imdb.com/images/M/MV5BMTk4NjQwNTc0OV5BMl5BanBnXkFtZTYwOTQzNTA3._V1._SX320.jpg;Rating,True;Released,tt0120669;Runtime,7.6;Plot,Fear and Loathing in Las Vegas;Actors,22 May 1998;
Director,2010;Language,Colin Levy;Genre,en;Rated,N/A;Writer,Animation, Short, Fantasy;Poster,Martin Lodewijk, Esther Wouda;Response,755;ID,http://ia.media-imdb.com/images/M/MV5BMzc5NTUzNTgzMF5BMl5BanBnXkFtZTcwODcwMzQ5Mw@@._V1._SX320.jpg;Rating,True;Released,tt1727587;Runtime,7.8;Plot,Sintel;Actors,N/A;
Director,2006;Language,Joe Nussbaum;Genre,en;Rated,R;Writer,Comedy;Poster,Adam Herz, Erik Lindsay;Response,17015;ID,http://ia.media-imdb.com/images/M/MV5BMTIyMTkzODAxN15BMl5BanBnXkFtZTcwNTEyOTI0MQ@@._V1._SX320.jpg;Rating,True;Released,tt0808146;Runtime,4.9;Plot,American Pie Presents The Naked Mile;Actors,19 Dec 2006;
Director,2006;Language,Martin Campbell;Genre,de;Rated,PG-13;Writer,Action, Drama, Thriller;Poster,Neal Purvis, Robert Wade;Response,179840;ID,http://ia.media-imdb.com/images/M/MV5BMTM5MjI4NDExNF5BMl5BanBnXkFtZTcwMDM1MjMzMQ@@._V1._SX320.jpg;Rating,True;Released,tt0381061;Runtime,8.0;Plot,Casino Royale;Actors,17 Nov 2006;
Director,2007;Language,Mike Nichols;Genre,de;Rated,R;Writer,Biography, Comedy, Drama, History;Poster,Aaron Sorkin, George Crile;Response,45330;ID,http://ia.media-imdb.com/images/M/MV5BMTgwMDgwMDc4MF5BMl5BanBnXkFtZTYwOTU3MDM4._V1._SX320.jpg;Rating,True;Released,tt0472062;Runtime,7.3;Plot,Charlie Wilson's War;Actors,21 Dec 2007;
Director,2007;Language,Quentin Tarantino;Genre,de;Rated,Not Rated;Writer,Action, Crime, Thriller;Poster,Quentin Tarantino;Response,83255;ID,http://ia.media-imdb.com/images/M/MV5BMTUwMDQxNjIxM15BMl5BanBnXkFtZTcwMzg5MzkwNA@@._V1._SX320.jpg;Rating,True;Released,tt1028528;Runtime,7.2;Plot,Death Proof;Actors,31 May 2007;
Director,1940;Language,John Ford;Genre,en;Rated,N/A;Writer,Drama;Poster,Nunnally Johnson, John Steinbeck;Response,24842;ID,http://ia.media-imdb.com/images/M/MV5BMzgzNjcxNjg2M15BMl5BanBnXkFtZTcwMjQxNDQ3Mg@@._V1._SX320.jpg;Rating,True;Released,tt0032551;Runtime,8.3;Plot,The Grapes of Wrath;Actors,15 Mar 1940;
Director,2007;Language,N/A;Genre,en;Rated,TV-14;Writer,Comedy;Poster,Chuck Lorre, Bill Prady;Response,8163;ID,http://ia.media-imdb.com/images/M/MV5BMTgwMzM2MTk5N15BMl5BanBnXkFtZTcwNzU4MTAwNA@@._V1._SX320.jpg;Rating,True;Released,tt0898266;Runtime,8.8;Plot,The Big Bang Theory;Actors,N/A;
Director,2006;Language,Richard Loncraine;Genre,de;Rated,PG-13;Writer,Crime, Thriller;Poster,Joe Forte;Response,25754;ID,http://ia.media-imdb.com/images/M/MV5BMTkwOTAyMTkwOV5BMl5BanBnXkFtZTYwMjY2MTM3._V1._SX320.jpg;Rating,True;Released,tt0408345;Runtime,5.8;Plot,Firewall;Actors,10 Feb 2006;
Director,2007;Language,Xavier Gens;Genre,de;Rated,R;Writer,Action, Crime, Drama, Thriller;Poster,Skip Woods;Response,57246;ID,http://ia.media-imdb.com/images/M/MV5BMTI1MzE2Mjc4NV5BMl5BanBnXkFtZTYwMDMwMzM3._V1._SX320.jpg;Rating,True;Released,tt0465494;Runtime,6.2;Plot,Hitman;Actors,21 Nov 2007;
Director,2004;Language,John Hamburg;Genre,en;Rated,PG-13;Writer,Comedy, Romance;Poster,John Hamburg;Response,39962;ID,http://ia.media-imdb.com/images/M/MV5BMTcxMDMwODg3Nl5BMl5BanBnXkFtZTYwMTM4NTY3._V1._SX320.jpg;Rating,True;Released,tt0343135;Runtime,5.8;Plot,Along Came Polly;Actors,16 Jan 2004;
Director,1982;Language,Steven Lisberger;Genre,en;Rated,PG;Writer,Action, Adventure, Sci-Fi, Thriller;Poster,Steven Lisberger, Steven Lisberger;Response,31420;ID,http://ia.media-imdb.com/images/M/MV5BMTY5NjM2MjAwOV5BMl5BanBnXkFtZTYwMTgyMzA5._V1._SX320.jpg;Rating,True;Released,tt0084827;Runtime,6.7;Plot,TRON;Actors,9 Jul 1982;
Director,1985;Language,Terry Gilliam;Genre,de;Rated,R;Writer,Drama, Fantasy, Sci-Fi;Poster,Terry Gilliam, Tom Stoppard;Response,78941;ID,http://ia.media-imdb.com/images/M/MV5BMTc0NjkyNjMwOV5BMl5BanBnXkFtZTYwNjQyODk2._V1._SX320.jpg;Rating,True;Released,tt0088846;Runtime,8.0;Plot,Brazil;Actors,18 Dec 1985;
Director,2006;Language,Detlev Buck;Genre,de;Rated,12;Writer,Crime, Drama;Poster,Zoran Drvenkar, Gregor Tressnow;Response,1762;ID,N/A;Rating,True;Released,tt0475317;Runtime,7.1;Plot,Tough Enough;Actors,9 Mar 2006;
Director,2008;Language,Nicholas Stoller;Genre,en;Rated,R;Writer,Comedy, Drama, Music, Romance;Poster,Jason Segel;Response,80628;ID,http://ia.media-imdb.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1._SX320.jpg;Rating,True;Released,tt0800039;Runtime,7.4;Plot,Forgetting Sarah Marshall;Actors,18 Apr 2008;
Director,2006;Language,Christopher Smith;Genre,de;Rated,R;Writer,Comedy, Horror, Thriller;Poster,James Moran, Christopher Smith;Response,16810;ID,http://ia.media-imdb.com/images/M/MV5BMTM0Mzc1NzEwM15BMl5BanBnXkFtZTcwMTU5ODQ0MQ@@._V1._SX320.jpg;Rating,True;Released,tt0464196;Runtime,6.7;Plot,Severance;Actors,25 Aug 2006;
Director,2006;Language,James McTeigue;Genre,de;Rated,R;Writer,Action, Sci-Fi, Thriller;Poster,Andy Wachowski, Lana Wachowski;Response,242141;ID,http://ia.media-imdb.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1._SX320.jpg;Rating,True;Released,tt0434409;Runtime,8.2;Plot,V for Vendetta;Actors,17 Mar 2006;
Director,2008;Language,Erwin Wagenhofer;Genre,en;Rated,13;Writer,Documentary;Poster,Erwin Wagenhofer;Response,673;ID,http://ia.media-imdb.com/images/M/MV5BMTcyMTI2MTkyNV5BMl5BanBnXkFtZTcwMzMxMjQ2Mg@@._V1._SX320.jpg;Rating,True;Released,tt1307963;Runtime,7.3;Plot,Let's Make Money;Actors,30 Oct 2008;
